Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Carcinoma of lung	193/2476	2.56707494400239e-16	6.39424884964769e-14	193	0.0779483037156704	TFRC;ENO1;AQP5;CDC20;SOX17;CHEK2;STMN1;RPS6KA1;CHEK1;PCLAF;SOX4;MFSD2A;EPHA7;CXADR;KRT8;MOGS;CLDN7;JTB;MT1G;PRR11;IDO1;SHMT2;CDCA5;CDCA8;LPAR2;PIK3R3;TGFA;MST1R;IQGAP3;LDHA;RACGAP1;MYO6;SFN;PROM1;S100A11;SLC19A1;ST14;CHKA;PLK1;CDC6;SMARCA4;ANLN;TPX2;FASN;NMU;SDC1;CD24;EZH2;TOP2A;PIGR;FEN1;CITED4;KIF14;LPCAT1;ADM;TUBA1C;NUF2;PBK;COX8A;KIF23;KIF22;NME1;MMP12;GPRC5A;CDCP1;KIF2C;CSTB;DTYMK;PCNA;TOMM40;TMPRSS4;GCNT1;TYMS;COX5A;RECQL4;EPCAM;UCP2;NSD2;SPP1;SPDEF;GINS1;NQO1;EGLN3;CENPW;CDKN2A;GDF15;GRHL2;PPP1CA;KRT18;F2RL1;HDGF;CDKN3;FOXA2;MAD2L1;FOXA1;GOLT1A;BUB1B;MSI1;CXCL14;SAT1;TM7SF2;FADS2;LAPTM4B;PTTG1;CDH1;NEK2;KPNA2;PITX1;S100A2;CDC25C;SGO1;MYCN;TIMELESS;CHMP4C;PKP3;XPR1;SLC27A4;FBN2;LRRC59;DNMT1;DLX5;TACSTD2;CCNB2;PORCN;CCNB1;EBP;EIF4EBP1;PMAIP1;CLSPN;MAP2K6;TFAP2A;UBE2C;NEK6;SLC52A2;IDH2;HMGA1;TNFRSF10B;TMPRSS13;NDC80;GGCT;EFNA3;CDK5;UBE2S;KIF4A;CDK1;DHCR7;SLC2A1;FOXM1;HK2;EXO1;MDK;PPP1R13L;PSD4;ZIC1;DNMT3B;AMH;DSP;ABCC3;ABCC1;MMP9;CCNA1;PSRC1;PKM;ELF3;TRAF4;ESPL1;TBC1D7;IRF7;BIRC5;GAPDH;UHRF1;LEF1;HMGCR;AURKB;AURKA;MUC1;CDC45;RAB25;ERBB3;POLD1;MARVELD3;E2F1;E2F2;E2F3;BUB1;E2F8;MARCKSL1;SPAG5;BNIP3;RAD51;SCD;NECTIN4;NECTIN1
Malignant neoplasm of stomach	188/2398	3.98934482569893e-16	9.52289854434549e-14	188	0.0783986655546289	FOXA1;WWC1;LINC00261;BUB1B;MSI1;MIR429;SPINT2;TMEM97;ENO1;CXCL14;SAT1;TM7SF2;CDC20;LAPTM4B;FRAT2;SOX17;PTTG1;CDH1;CHEK2;STMN1;CHEK1;OIP5;PRSS8;KPNA2;GTSE1;PITX1;SOX4;MFSD2A;RNF43;S100A2;MSX2;KRT8;CNPY2;ESCO2;PGD;CDC25A;SGO1;CLDN4;CLDN3;MELK;MYCN;SPINT1;CCNE1;CLDN7;TRIB3;KIF20A;EPHA1;HOXB8;PRR11;DSC2;SLC27A4;SNRPB;LLGL2;GRB7;PFKFB4;DNMT1;SLC26A2;CDCA5;TACSTD2;CDCA8;TGFA;MST1R;WDR62;HMMR;FUT2;SKA1;BCL2L12;CCNB1;LDHA;RACGAP1;STC2;EIF4EBP1;SFN;PROM1;S100A11;SLC19A1;TFAP2A;ST14;XRCC2;SLC52A2;PLK1;IDH2;TNFRSF10B;ISG15;TMPRSS13;SMARCA4;VANGL2;SLC6A8;CDK5;MYO5B;UBE2T;GNAS;CDK1;CALR;TCF3;CD24;EZH2;APOBEC3B;TOP2A;SLC2A1;HMGB3;SIX1;FOXM1;TUBA1C;ESM1;CHAF1A;MDK;CA2;CASP6;ZIC1;NUF2;DNMT3B;CA9;CEP55;COX8A;VAV3;ABCC3;HELLS;ABCC1;TPI1;CKAP2;KIF22;GFRA3;MMP9;NME1;MMP12;CCNA2;MMP11;CCNA1;GPRC5A;PKM;SAPCD2;SCGB2A1;CKS2;IRF7;BIRC5;DSG2;KIF2C;DTL;GAPDH;TRABD;PCNA;UHRF1;TMPRSS4;LEF1;IFI6;TTK;HMGCR;TYMS;COX5A;ASCL2;AURKB;AURKA;NKD2;CST1;MUC1;ERBB3;EPCAM;POLD1;SPP1;E2F1;E2F3;MSX1;BUB1;CTHRC1;NQO1;EGLN3;MARCKSL1;RRM2;CENPX;CDKN2A;GDF15;BNIP3;PPP1CA;BOP1;RAD51;KRT18;CENPH;SCD;KIF26B;F2RL1;PTPN6;HDGF;P4HB;APBA2;CDKN3;FOXA2;MAD2L1
Non-Small Cell Lung Carcinoma	179/2243	4.54154158104441e-16	1.04073966871214e-13	179	0.079803834150691	FOXA1;FAAH;MSI1;MIR429;TMEM97;ENO1;AQP5;F11R;MKI67;CXCL14;SAT1;TM7SF2;LAPTM4B;SOX17;PTTG1;CDH1;CHEK2;STMN1;RPS6KA1;CHEK1;PCLAF;NEK2;PRSS8;KPNA2;PHLDA2;TMSB10;SOX4;MFSD2A;CXADR;S100A2;KRT8;CDC25C;CDC25A;SGO1;HOXB9;MYCN;SPINT1;CCNE1;CLDN7;MT1F;TIMELESS;CHMP4C;MT1G;MT1H;PKP3;XPR1;ABCG1;FBN2;DNMT1;SLC26A2;SHMT2;DLX5;PIK3R3;TGFA;MST1R;HMMR;CCNB2;CCNB1;RACGAP1;RDH10;EIF4EBP1;PMAIP1;ECT2;PROM1;S100A11;SLC19A1;PCK2;MAP2K6;CHKA;UBE2C;XRCC2;IDH1;PLK1;IDH2;HMGA1;TNFRSF10B;ISG15;TMPRSS13;MT3;NDC80;SMARCA4;ANLN;TPX2;SLC6A8;TP53I3;ARTN;KIF4A;GNAS;CDK1;SDC1;CD24;SERINC2;EZH2;APOBEC3B;TOP2A;PIGR;FEN1;MCM7;KIF14;SLC2A1;HMGB3;SIX1;FOXM1;HK2;ESM1;MECOM;MDK;PPP1R13L;NUF2;FLVCR1;DNMT3B;MYBL2;CA9;DSP;COX8A;ABCC3;HELLS;ABCC1;TNNC1;KIF22;GFRA3;MMP9;NME1;MMP12;CCNA2;MMP11;SLC7A5;CEACAM1;GPRC5A;PKM;ELF3;PAX8;ESPL1;TBC1D7;BIRC5;MCM4;DSG2;GAPDH;MCM2;PCNA;UHRF1;TMPRSS4;TYMS;COX5A;AURKB;AURKA;CST1;MUC1;ERBB3;EPCAM;POLD1;UCP2;SPP1;E2F1;PRAME;ROMO1;BUB1;CTHRC1;MICB;CMTM7;NQO1;EGLN3;MARCKSL1;RRM2;CENPX;MYO10;CDKN2A;GDF15;BNIP3;KLK14;RAD51;KRT18;PSAT1;PTPN6;HDGF;NECTIN4;CDKN3;FOXA2;MAD2L1
Adenocarcinoma of lung (disorder)	112/1187	7.90100176395856e-15	1.74095535021995e-12	112	0.0943555181128896	FOXA1;FAAH;TFRC;ENO1;F11R;MKI67;CXCL14;CDC20;LAPTM4B;CDH1;STMN1;RPS6KA1;CHEK1;NEK2;KPNA2;MFSD2A;PLS1;S100A2;NUP210;KRT8;CLDN3;HOXB9;CLDN7;PKP3;EPHA1;CDCA2;TACSTD2;PIK3R3;TGFA;WDR62;MRPL12;CCNB2;LDHA;EIF4EBP1;SFN;ECT2;PROM1;S100A11;SLC19A1;TFAP2A;RCC2;IDH1;PLK1;SMARCA4;FASN;GNAS;ALDH18A1;EZH2;APOBEC3B;TOP2A;GPI;FEN1;KIF14;SLC2A1;SIX1;FOXM1;HK2;LMNB1;TUBA1C;MDK;PBK;DNMT3B;RAC3;TK1;COX8A;HELLS;ABCC1;TPI1;STRBP;RIPK4;MMP9;NME1;SLC7A5;ASPM;GPRC5A;PKM;ELF3;BIRC5;GAPDH;PCNA;TOMM40;UHRF1;LAMA1;TTK;TYMS;CENPA;MUC1;ERBB3;EPCAM;SPP1;E2F1;PRAME;E2F3;MEST;GINS2;NQO1;MARCKSL1;RRM2;GOLM1;CDKN2A;GDF15;ATAD2;NPM3;PSAT1;TACC3;CDK2AP2;F2RL1;HDGF;LAMTOR2;NECTIN4;CDKN3;FOXA2
Pancreatic carcinoma	153/1869	1.26702139673211e-14	2.68843169699195e-12	153	0.0818619582664527	FOXA1;FAAH;TFRC;BUB1B;MIR429;SPINT2;ENO1;CXCL14;TM7SF2;CDC20;LAPTM4B;PNP;CDH1;CHEK2;STMN1;CHEK1;PCLAF;RCC1;NEK2;NRTN;SLC16A3;SLC39A4;SOX4;RNF43;S100A2;MSX2;KRT8;CDC25C;CDC25A;ASRGL1;SCNN1G;CLDN4;MYCN;SPINT1;FANCD2;CLDN7;PPIF;KIF20A;FBN2;GRB7;PFKFB4;DNMT1;TACSTD2;LPAR2;TGFA;MST1R;HMMR;FUT2;RAP1GAP;LDHA;EIF4EBP1;PMAIP1;PROM1;TFAP2A;STIL;CHKA;XRCC2;SLC52A2;IDH1;PLK1;HMGA1;TNFRSF10B;ISG15;CDC7;TMPRSS13;BRI3BP;SMARCA4;MANF;TPX2;CDK5;ARTN;NMU;CDK1;SDC1;CALR;CD24;EZH2;APOBEC3B;TOP2A;PIGR;GPI;MCM7;KIF14;SLC2A1;KRT23;SIX1;ADM;FOXM1;HK2;KIF15;LMNB1;MDK;CA2;CA9;TK1;COX8A;VAV3;ABCC3;SREBF1;ABCC1;ANO9;MMP9;NME1;MMP12;CCNA2;MMP11;CNKSR1;CEACAM1;PKM;CDCP1;ESRP1;BIRC5;DSG2;GAPDH;PCNA;UHRF1;GCNT1;LEF1;TTK;TYMS;COX5A;AGPAT2;AURKB;AURKA;CST1;MUC1;ERBB3;EPCAM;MARVELD3;SPP1;E2F1;MAL2;RAD54L;BUB1;CTHRC1;MICB;NQO1;EGLN3;MARCKSL1;RRM2;EYA2;CDKN2A;GDF15;GAD1;BNIP3;GRHL2;RAD51;KRT18;APOC1;F2RL1;NECTIN4;CDKN3;FOXA2
Squamous cell carcinoma	153/1876	1.73616301540556e-14	3.55231354116374e-12	153	0.0815565031982942	FOXA1;TFRC;BUB1B;MSI1;ENO1;AQP5;MKI67;CXCL14;SAT1;PTTG1;CDH1;CHEK2;STMN1;RPS6KA1;CHEK1;CKMT1B;OIP5;PITX1;SLC16A3;PRSS2;SOX4;CXADR;S100A2;KRT8;CDC25C;KNSTRN;CDC25A;SCNN1G;CLDN4;SPINT1;CCNE1;FANCD2;CLDN7;EPHA1;DSC2;IDO1;DNMT1;CDCA2;CRABP1;TACSTD2;TGFA;MST1R;HMMR;RAP1GAP;CCNB2;CCNB1;EBP;RACGAP1;NACC1;SFN;OTX1;PROM1;S100A11;SLC19A1;TFAP2A;ST14;UBE2C;XRCC2;IDH1;PLK1;HMGA1;FANCA;TNFRSF10B;GGH;CDC7;CDC6;CGN;TMPRSS13;MT3;SMARCA4;TPX2;FASN;FGF19;GNAS;CDK1;SDC1;CALR;TCF3;CD24;EZH2;APOBEC3B;TOP2A;PIGR;MCM7;KIF14;SLC2A1;SIX1;ADM;FOXM1;KIF15;MECOM;EXO1;MDK;DNMT3B;CA9;DSP;COX8A;ABCC1;TPI1;EGFL6;RIPK4;MMP9;NME1;MMP12;MMP11;SLC7A5;CCNA1;GPRC5A;PKM;CDCP1;ELF3;PAX8;KIFC1;IRF7;BIRC5;DSG2;IRF6;GAPDH;ZNF750;PCNA;TMPRSS4;TYMS;COX5A;AURKB;AURKA;RECQL4;MUC1;ERBB3;EPCAM;SPP1;E2F1;PRAME;E2F3;E2F7;NQO1;MARCKSL1;RRM2;CDKN2A;GDF15;GSR;GRHL2;PPP1CA;CENPF;RAD51;KRT18;FABP5;F2RL1;PTPN6;HDGF;NECTIN4;CDKN3;MAD2L1;NECTIN1
Prostatic Neoplasms	133/1554	3.54750593897591e-14	7.00815914634242e-12	133	0.0855855855855856	FOXA1;ENO1;MKI67;CXCL14;PNP;CREB3L4;CDH1;CHEK2;STMN1;CHEK1;PRSS8;PITX1;PRSS2;SOX4;TPD52;RNF43;PAQR4;KRT8;CDC25C;ATAD3A;CDC25A;SULT2B1;CLDN3;HOXB9;SPINT1;CLDN7;PKP3;GRB7;IGSF8;DNMT1;TACSTD2;LPAR2;TGFA;MST1R;HMMR;HOXB13;TRPM2;CCNB1;MYO6;EIF4EBP1;SFN;PLEK2;TRPM4;TFAP2A;IVNS1ABP;ST14;CADM4;SDF2L1;CHKA;SLC52A2;IDH1;SRD5A3;PLK1;CDC6;TMPRSS13;MT3;SMARCA4;SQLE;DIAPH3;CDK5;FASN;GNAS;CDK1;SP5;SDC1;ALPL;CALR;COPE;EZH2;CDK16;TOP2A;MCM7;SLC2A1;ADM;FOXM1;WFDC2;CHAF1A;DNMT3B;AMH;VAV3;SREBF1;ABCC1;KIF22;MMP9;MMP12;SLC7A5;CCNA1;CEACAM1;CDCP1;ELF3;ESPL1;TMSB15A;CKS2;BIRC5;GAPDH;TNFRSF21;PCNA;UHRF1;GCNT1;TMPRSS2;TYMS;SLC7A1;AURKA;RECQL4;CST1;MUC1;ERBB3;EPCAM;UCP2;SPP1;E2F1;E2F3;SPDEF;NQO1;GOLM1;CDKN2A;GDF15;BNIP3;ATAD2;KLK14;REC8;TSPAN13;RAD51;FABP5;PSAT1;SCD;CDK2AP2;F2RL1;PTPN6;S100P;P4HB;TJP3;FOXA2
Lung Neoplasms	109/1177	6.60278795664652e-14	1.2609124067876e-11	109	0.0926083262531861	FOXA1;TFRC;F11R;MKI67;CXCL14;SAT1;TM7SF2;CDH1;CHEK2;STMN1;RPS6KA1;CHEK1;TMSB10;SOX4;MFSD2A;CXADR;S100A2;KRT8;KNL1;CDC25A;CCNE1;IDO1;SLC27A4;GRB7;DNMT1;SLC26A2;DLX5;CDCA8;LPAR2;TGFA;MST1R;CCNB2;PORCN;LDHA;SFN;PROM1;S100A11;SLC19A1;CADM4;UBE2C;SLC52A2;CBX2;PLK1;HMGA1;TNFRSF10B;ISG15;SMARCA4;TPX2;FASN;UBE2T;NMU;SDC1;CALR;CD24;SERINC2;EZH2;FEN1;B4GALT1;HILPDA;KIF14;SLC2A1;ADM;FOXM1;HK2;EXO1;DNMT3B;CA9;TK1;DSP;ABCC3;ABCC1;KIF23;KIF22;MMP9;NME1;MMP12;SLC7A5;CEACAM1;GPRC5A;PKM;CDCP1;ESPL1;TMSB15A;BIRC5;SCGB2A2;GAPDH;PCNA;TMPRSS4;TYMS;AURKB;AURKA;MUC1;ERBB3;EPCAM;SPP1;E2F1;E2F3;BUB1;NQO1;MARCKSL1;CDKN2A;GDF15;BNIP3;KLK14;RAD51;F2RL1;HDGF;FOXA2;MAD2L1
Malignant neoplasm of pancreas	148/1846	2.0322264590683e-13	3.75568560774267e-11	148	0.0801733477789816	FOXA1;FAAH;TFRC;BUB1B;MIR429;SPINT2;ENO1;CXCL14;TM7SF2;CDC20;PNP;CDH1;CHEK2;STMN1;CHEK1;PCLAF;RCC1;NEK2;NRTN;SLC16A3;SLC39A4;SOX4;RNF43;S100A2;MSX2;KRT8;CDC25C;CLDN4;CLDN3;MYCN;SPINT1;FANCD2;CLDN7;PPIF;KIF20A;FBN2;GRB7;PFKFB4;DNMT1;TACSTD2;LPAR2;TGFA;MST1R;HMMR;FUT2;RAP1GAP;LDHA;EIF4EBP1;PMAIP1;PROM1;TFAP2A;STIL;CHKA;XRCC2;SLC52A2;IDH1;PLK1;HMGA1;TNFRSF10B;ISG15;CDC7;TMPRSS13;BRI3BP;SMARCA4;MANF;TPX2;CDK5;ARTN;NMU;CDK1;SDC1;CALR;CD24;EZH2;APOBEC3B;TOP2A;PIGR;GPI;MCM7;KIF14;SLC2A1;KRT23;SIX1;ADM;FOXM1;HK2;KIF15;LMNB1;MDK;CA9;TK1;COX8A;VAV3;ABCC3;SREBF1;ABCC1;ANO9;MMP9;NME1;MMP12;CCNA2;MMP11;CNKSR1;CEACAM1;PKM;CDCP1;ESRP1;BIRC5;DSG2;GAPDH;PCNA;UHRF1;GCNT1;LEF1;TTK;TYMS;COX5A;AGPAT2;AURKB;AURKA;CST1;MUC1;ERBB3;EPCAM;MARVELD3;SPP1;E2F1;MAL2;RAD54L;BUB1;CTHRC1;MICB;NQO1;EGLN3;RRM2;EYA2;CDKN2A;GDF15;GAD1;BNIP3;GRHL2;RAD51;KRT18;APOC1;F2RL1;NECTIN4;CDKN3;FOXA2
Pancreatic Neoplasm	73/665	4.43044003678224e-13	7.93187217835171e-11	73	0.109774436090226	GPI;KIF14;SLC2A1;ADM;FOXM1;CXCL14;HK2;PNP;PTTG1;CDH1;CA2;PSD4;CHEK2;CA9;SLC39A4;COX8A;ABCC3;RNF43;MSX2;KRT8;MMP9;ASPM;CLDN4;GPRC5A;PKM;CCNE1;ESRP1;CLDN7;BIRC5;TRIB3;ANGPTL4;KIF20A;PFKFB4;PCNA;GCNT1;TACSTD2;TGFA;TTK;TYMS;FUT2;COX5A;RAP1GAP;AURKA;LDHA;CST1;MUC1;EPCAM;SPP1;PMAIP1;SFN;PROM1;ECT2;BUB1;NQO1;CHKA;CDKN2A;GDF15;XRCC2;SLC52A2;BNIP3;PLK1;FANCA;TNFRSF10B;BRI3BP;TPX2;RAD51;APOC1;GNAS;SDC1;F2RL1;S100P;CD24;EZH2
Malignant Neoplasms	122/1438	8.88130962316295e-13	1.54184917670002e-10	122	0.0848400556328234	FOXA1;ERCC6L;CCNF;MSI1;MIR429;ENO1;LAPTM4B;SOX17;PTTG1;CDH1;CHEK2;STMN1;CHEK1;OIP5;PRSS8;GTSE1;SOX4;TPD52;EPHA7;CXADR;CDC25A;CLDN3;CCNE1;FANCD2;TRIB3;EPHA1;XPR1;IDO1;PFKFB4;DNMT1;CDCA3;CDCA5;TACSTD2;LPAR2;WDR62;IQGAP3;HSD11B2;LDHA;NACC1;PMAIP1;CLSPN;PROM1;S100A11;STRA6;PLK4;UBE2C;NEK6;XRCC2;IDH1;PLK1;IDH2;HMGA1;SMARCA4;GGCT;CDK5;UBE2S;HOOK1;FASN;FGF19;NMU;GNAS;CDK1;SDC1;TCF3;DHCR7;CD24;EZH2;APOBEC3B;SLC25A1;TOP2A;FEN1;SLC2A1;SIX1;KIF11;FOXM1;CHAF1A;PPP1R13L;PBK;MYBL2;CA9;AMH;ABCC1;TPI1;TNFRSF18;MMP9;SLC7A5;CEACAM1;PKM;PAX8;TRAF4;DEPDC1;IRF7;ANGPTL4;PCNA;UHRF1;TMPRSS4;TMPRSS2;TTK;TYMS;AURKA;RECQL4;MUC1;CDC45;ERBB3;EPCAM;SPP1;E2F1;PRAME;MICB;NQO1;EGLN3;CDKN2A;GAD1;ATAD2;GRHL2;RAD51;SCD;KIF26B;TACC3;F2RL1;HDGF;CDKN3
Epithelial ovarian cancer	114/1329	2.74247643663269e-12	4.62107279572609e-10	114	0.0857787810383747	FOXA1;BUB1B;MSI1;MIR429;AQP5;MKI67;SAT1;CDH1;CHEK2;STMN1;CHEK1;KPNA2;PRSS2;MSX2;KRT8;CDC25A;CLDN4;CLDN3;CCNE1;CLDN7;CHMP4C;PFKFB4;DNMT1;TACSTD2;LPAR2;PIK3R3;TGFA;FUT2;CCNB1;NACC1;PROM1;MAP2K6;ST14;STIL;CHKA;UBE2C;XRCC2;SLC52A2;HMGA1;FANCA;TNFRSF10B;CDC7;NDC80;DIAPH3;FASN;GNAS;CDK1;SDC1;PSMG1;CALR;TCF3;CD24;EZH2;APOBEC3B;TOP2A;FEN1;SIX1;ADM;FOXM1;WFDC2;HK2;TUBA1C;CHAF1A;MECOM;AMH;CEP55;COX8A;VAV3;ABCC1;MMP9;NME1;CNKSR1;ASPM;PKM;CDCP1;ELF3;PAX8;KIFC1;SCGB2A1;ESRP1;BIRC5;SCGB2A2;ANGPTL4;MCM2;CSTB;PCNA;TYMS;CENPA;COX5A;AURKB;AURKA;MUC1;RAB25;ERBB3;EPCAM;SPP1;E2F1;CTHRC1;GALNT6;NQO1;RRM2;CDKN2A;KLK14;GRHL2;MAD2L2;CAPN13;FRAS1;KRT18;F2RL1;PTPN6;HDGF;NECTIN4;CDKN3;MAD2L1
Primary malignant neoplasm	94/1032	1.07285427348314e-11	1.75610918079569e-09	94	0.0910852713178295	SLC25A1;FOXA1;TOP2A;FEN1;CCNF;SLC2A1;SIX1;KIF11;ENO1;FOXM1;CHAF1A;SOX17;PTTG1;PPP1R13L;CDH1;CHEK2;CHEK1;PBK;OIP5;SOX4;ABCC1;CXADR;TPI1;TNFRSF18;MMP9;CDC25A;SLC7A5;CEACAM1;CLDN3;PKM;PAX8;TRAF4;FANCD2;DEPDC1;IRF7;TRIB3;ANGPTL4;EPHA1;PFKFB4;DNMT1;PCNA;CDCA3;UHRF1;CDCA5;TMPRSS4;LPAR2;TMPRSS2;TTK;TYMS;AURKA;RECQL4;HSD11B2;LDHA;MUC1;CDC45;ERBB3;EPCAM;NACC1;SPP1;PMAIP1;CLSPN;PROM1;S100A11;STRA6;PLK4;NQO1;EGLN3;UBE2C;CDKN2A;NEK6;GAD1;IDH1;ATAD2;PLK1;IDH2;HMGA1;GRHL2;SMARCA4;GGCT;RAD51;CDK5;HOOK1;FASN;KIF26B;NMU;TACC3;SDC1;F2RL1;TCF3;DHCR7;CD24;EZH2;CDKN3;APOBEC3B
Carcinoma of bladder	102/1162	1.169128165533e-11	1.86053757231626e-09	102	0.0877796901893287	FOXA1;RTKN;TFRC;MSI1;MKI67;SAT1;CDC20;PNP;CDH1;CHEK2;STMN1;CHEK1;OIP5;PRSS8;KPNA2;SLC16A3;SOX4;KRT8;CLDN4;DDX39A;MYCN;SPINT1;CCNE1;DNMT1;TGFA;ITPR3;MST1R;HOXB13;BCL2L12;CCNB2;CCNB1;EBP;LDHA;SFN;S100A11;SLC19A1;ST14;NEK6;XRCC2;PLK1;HMGA1;FANCA;TNFRSF10B;ISG15;MT3;TPX2;NMU;GNAS;CDK1;SDC1;CALR;CD24;SLC26A6;EZH2;TOP2A;MCM7;SLC2A1;HMGB3;ADM;FOXM1;ESM1;CHAF1A;MDK;PBK;CA9;CEP55;ABCC3;ABCC1;MMP9;NME1;MMP12;MMP11;CCNA1;CEACAM1;GPRC5A;DEPDC1;BIRC5;PCNA;UHRF1;TTK;TYMS;AURKA;MUC1;RAB25;ERBB3;EPCAM;POLD1;E2F1;E2F3;SPDEF;CENPU;NQO1;MARCKSL1;RRM2;CDKN2A;GDF15;RAD51;KRT18;SCD;TACC3;NECTIN4;MAD2L1
Pancreatic Ductal Adenocarcinoma	72/701	1.55817339084828e-11	2.412641988154e-09	72	0.102710413694722	FOXA1;GPI;FAAH;MIR429;ENO1;FOXM1;CDC20;MECOM;PTTG1;CDH1;MDK;DNMT3B;SOX4;COX8A;VAV3;RNF43;SREBF1;ABCC1;MSX2;CDC25C;MMP9;CDC25A;MMP11;ASPM;CLDN4;HOXB9;PKM;ESRP1;DSG2;KIF20A;XPR1;ABCG1;DNMT1;TGFA;TTK;COX5A;AURKA;MUC1;PPP4C;ERBB3;EPCAM;SPP1;EIF4EBP1;E2F1;PMAIP1;PROM1;ECT2;TFAP2A;EGLN3;STIL;RRM2;CHKA;MYO10;CDKN2A;GDF15;UBE2C;GAD1;TNFRSF10B;ISG15;SMARCA4;SQLE;TPX2;FABP5;FASN;FGF19;APOC1;NMU;GNAS;PSMG1;CD24;EZH2;FOXA2
Cervix carcinoma	98/1105	1.72960125640074e-11	2.6076014731368e-09	98	0.0886877828054299	TFRC;MSI1;OGDHL;SPINT2;CDC20;LAPTM4B;SOX17;PTTG1;CDH1;STMN1;CHEK1;SLC16A3;SOX4;CDC25A;MYCN;TIMELESS;HOXB8;DNMT1;TACSTD2;LPAR2;CCNB1;NACC1;CLSPN;PROM1;TFAP2A;ST14;STIL;UBE2C;PLK1;HMGA1;FANCA;TNFRSF10B;GGH;CDC6;TMPRSS13;BRI3BP;NDC80;TPX2;SLC6A8;UBE2S;SDC1;CALR;TCF3;EZH2;CDK16;MCM7;HILPDA;KIF14;SLC2A1;SIX1;MCM10;ADM;FOXM1;HK2;MDK;PPP1R13L;DNMT3B;MYBL2;CA9;AMH;RIPK4;MMP9;NME1;CNKSR1;CCNA1;PKM;PAX8;TRAF4;BIRC5;MCM4;SCGB2A2;TKT;GAPDH;MCM2;PCNA;UHRF1;AURKA;RECQL4;MUC1;CDC45;ERBB3;NSD2;SPP1;E2F1;MSX1;MICB;GINS1;NQO1;RRM2;SPAG5;CDKN2A;GDF15;RAD51;FABP5;TACC3;F2RL1;HDGF;CDKN3
Squamous cell carcinoma of the head and neck	86/934	5.04559661686976e-11	7.41185205590946e-09	86	0.0920770877944325	GPI;TFRC;SLC2A1;KIF11;FOXM1;CXCL14;SAT1;CDH1;CASP6;CHEK2;CHEK1;DNMT3B;CA9;KIF1A;CHAC1;CEP55;SOX4;ABCC3;HELLS;ABCC1;CXADR;S100A2;KIF22;MMP9;CDC25A;NME1;SLC7A5;CCNA1;HOXB9;ELF3;TRAF4;BIRC5;IRF6;EPHA1;GAPDH;DNMT1;SHMT2;CRABP1;TACSTD2;LPAR2;TGFA;TTK;TYMS;RAP1GAP;AURKB;AURKA;LDHA;MUC1;RACGAP1;RAB25;ERBB3;POLD1;NSD2;SPP1;E2F1;E2F2;PMAIP1;SFN;ECT2;PROM1;BUB1;E2F7;TFAP2A;NQO1;EGLN3;RRM2;CDKN2A;GDF15;SLC52A2;IDH2;TNFRSF10B;TMPRSS13;TPX2;CENPF;RAD51;TP53I3;CDK5;SCD;NMU;GNAS;CDK1;SDC1;TRIP13;EZH2;CDKN3;APOBEC3B
Mammary Neoplasms, Human	55/476	5.46206407196292e-11	7.81636234279944e-09	55	0.115546218487395	TOP2A;FOXA1;GPI;TFRC;SLC2A1;MIR429;ENO1;FOXM1;MKI67;MECOM;CDH1;EXO1;CHEK2;STMN1;CHEK1;DNMT3B;NRCAM;ABCC1;KRT8;MMP9;CLDN4;HOXB9;CCNE1;BIRC5;ANGPTL4;IDO1;LLGL2;GRB7;DNMT1;LEF1;HMMR;TYMS;HOXB13;AURKA;ERBB3;STC2;NSD2;SPP1;E2F1;RAD54L;TFAP2A;NQO1;CDKN2A;UBE2C;XRCC2;ELP3;MT3;NR2F6;CENPF;RAD51;KRT18;ARTN;FASN;EZH2;APOBEC3B
Triple Negative Breast Neoplasms	66/632	5.59383585363549e-11	7.81636234279944e-09	66	0.104430379746835	TOP2A;FOXA1;TFRC;KIF14;MSI1;FOXM1;CDC20;CDH1;PSD4;CHEK2;CHEK1;RPS6KA1;NEK2;CA9;SOX4;PIMREG;MMP9;ASPM;MELK;PKM;CDCP1;TMSB15A;FANCD2;CLDN7;BIRC5;TKT;SLC27A4;GRB7;DNMT1;CRABP1;TGFA;TTK;CENPA;MUC1;RAB25;ERBB3;EPCAM;E2F1;PMAIP1;PROM1;FANCI;NQO1;GDF11;SPAG5;CDKN2A;XRCC2;BNIP3;PLK1;FANCA;HMGA1;TNFRSF10B;CDC7;ISG15;SMARCA4;MAPK13;CENPE;RAD51;DIAPH3;FABP5;FASN;CENPK;CDK1;SDC1;PTPN6;CD24;EZH2
